X,Y,Label
-272,-83,H11
526,-711,H11
1729,-2028,H11
1460,-1881,H11
238,-718,H11
46,31,H11
1181,-1269,H11
1878,-2386,H11
998,-1763,H11
-202,-426,H11
367,-601,H11
1607,-1948,H11
1717,-2301,H11
512,-1342,H11
-165,-185,H11
764,-1033,H11
1806,-2271,H11
1364,-1882,H11
205,-709,H11
321,-252,H11
1404,-1465,H11
1871,-2293,H11
851,-1597,H11
-201,-340,H11
394,-710,H11
1534,-1975,H11
1508,-2089,H11
348,-1081,H11
-128,-113,H11
818,-1113,H11
1736,-2306,H11
1160,-1860,H11
14,-644,H11
318,-317,H11
1496,-1587,H11
1850,-2244,H11
698,-1439,H11
-279,-155,H11
445,-689,H11
1630,-1986,H11
1463,-1920,H11
261,-821,H11
-23,-2,H11
1078,-1248,H11
1846,-2409,H11
1032,-1837,H11
-169,-542,H11
296,-550,H11
1539,-1892,H11
1733,-2342,H11
532,-1383,H11
-187,-125,H11
669,-715,H11
1708,-1593,H11
1362,-950,H11
252,380,H11
357,955,H11
1495,-34,H11
2043,-626,H11
1042,400,H11
-54,1794,H11
551,1560,H11
1776,366,H11
1780,202,H11
483,1218,H11
-4,2085,H11
1002,1205,H11
1977,-1,H11
1250,529,H11
-16,1763,H11
381,1998,H11
1647,724,H11
2016,95,H11
716,986,H11
-100,2128,H11
770,1527,H11
2029,261,H11
1595,526,H11
308,1701,H11
336,2188,H11
1484,974,H11
2111,43,H11
1041,803,H11
-77,2027,H11
563,1721,H11
1814,473,H11
1682,367,H11
408,1374,H11
27,2135,H11
1048,1186,H11
1967,-9,H11
1189,522,H11
-43,1681,H11
428,1768,H11
1662,429,H11
1951,-236,H11
698,523,H11
-60,1609,H11
835,828,H11
2055,-692,H11
1566,-608,H11
270,437,H11
360,931,H11
1566,-552,H11
2151,-1644,H11
1050,-1025,H11
-93,236,H11
557,-244,H11
1821,-1687,H11
1691,-1832,H11
464,-822,H11
115,39,H11
1152,-1151,H11
1971,-2331,H11
1256,-1847,H11
82,-609,H11
516,-501,H11
1740,-1856,H11
1974,-2395,H11
768,-1497,H11
-43,-182,H11
778,-911,H11
1914,-2194,H11
1556,-1934,H11
326,-741,H11
257,-83,H11
1394,-1363,H11
1986,-2340,H11
1030,-1643,H11
-100,-340,H11
472,-650,H11
1671,-1971,H11
1711,-2203,H11
540,-1227,H11
-31,-166,H11
910,-1115,H11
1880,-2342,H11
1357,-1907,H11
210,-704,H11
427,-291,H11
1572,-1560,H11
1972,-2286,H11
872,-1509,H11
-179,-208,H11
505,-673,H11
1678,-1939,H11
1583,-1940,H11
409,-897,H11
51,-34,H11
1107,-1210,H11
1918,-2379,H11
1191,-1854,H11
0,-591,H11
480,-497,H11
1734,-1870,H11
1963,-2423,H11
716,-1496,H11
-119,-159,H11
695,-852,H11
1854,-2121,H11
1547,-1882,H11
364,-733,H11
305,-67,H11
1395,-1315,H11
1973,-2309,H11
1052,-1642,H11
-44,-384,H11
514,-669,H11
1735,-1989,H11
1770,-2254,H11
577,-1278,H11
-30,-177,H11
882,-1091,H11
1892,-2321,H11
1387,-1881,H11
233,-696,H11
399,-252,H11
1528,-1512,H11
1952,-2284,H11
891,-1551,H11
-173,-295,H11
469,-727,H11
1625,-1986,H11
1574,-2047,H11
447,-1055,H11
34,-139,H11
1012,-1191,H11
1857,-2312,H11
1243,-1855,H11
103,-665,H11
474,-403,H11
1616,-1651,H11
1899,-2246,H11
776,-1457,H11
-147,-189,H11
585,-749,H11
1702,-2003,H11
1513,-1827,H11
383,-620,H11
207,166,H11
1219,-796,H11
1950,-1563,H11
1181,-695,H11
67,730,H11
601,800,H11
1804,-226,H11
1982,-296,H11
747,840,H11
21,1962,H11
910,1283,H11
2093,67,H11
1591,459,H11
291,1644,H11
402,2084,H11
1585,866,H11
2137,8,H11
973,803,H11
-89,2083,H11
669,1664,H11
1987,383,H11
1740,364,H11
434,1454,H11
182,2169,H11
1227,1150,H11
2066,-24,H11
1210,564,H11
1,1786,H11
529,1724,H11
1764,485,H11
1934,83,H11
648,1033,H11
10,1998,H11
927,1231,H11
2061,-34,H11
1475,387,H11
192,1616,H11
430,1976,H11
1611,753,H11
2088,-32,H11
872,780,H11
-71,2029,H11
713,1552,H11
1976,255,H11
1687,291,H11
416,1348,H11
238,1974,H11
1276,812,H11
2052,-487,H11
1150,-31,H11
-53,1129,H11
459,871,H11
1706,-615,H11
1846,-1179,H11
608,-379,H11
-23,597,H11
942,-410,H11
2039,-1911,H11
1427,-1597,H11
139,-410,H11
349,-23,H11
1587,-1441,H11
2001,-2238,H11
770,-1445,H11
-271,-112,H11
452,-683,H11
1641,-2002,H11
1436,-1924,H11
225,-823,H11
-34,-21,H11
1032,-1266,H11
1759,-2371,H11
929,-1813,H11
-246,-528,H11
221,-598,H11
1432,-1932,H11
1595,-2358,H11
371,-1410,H11
-338,-169,H11
565,-959,H11
1707,-2247,H11
1299,-1904,H11
114,-706,H11
181,-156,H11
1349,-1416,H11
1902,-2322,H11
902,-1622,H11
-171,-324,H11
431,-670,H11
1597,-1970,H11
1597,-2112,H11
412,-1110,H11
-86,-105,H11
890,-1118,H11
1824,-2333,H11
1242,-1869,H11
60,-622,H11
367,-282,H11
1563,-1598,H11
1943,-2283,H11
762,-1453,H11
-234,-132,H11
499,-674,H11
1684,-1960,H11
1507,-1889,H11
307,-806,H11
40,0,H11
1114,-1254,H11
1849,-2408,H11
1027,-1809,H11
-187,-513,H11
324,-556,H11
1578,-1926,H11
1755,-2376,H11
522,-1423,H11
-239,-161,H11
662,-950,H11
1781,-2209,H11
1385,-1854,H11
198,-681,H11
270,-131,H11
1412,-1407,H11
1938,-2319,H11
952,-1629,H11
-150,-360,H11
434,-696,H11
1617,-1986,H11
1617,-2169,H11
449,-1175,H11
-65,-174,H11
895,-1159,H11
1832,-2360,H11
1244,-1890,H11
73,-647,H11
352,-280,H11
1549,-1594,H11
1914,-2286,H11
750,-1463,H11
-266,-153,H11
462,-677,H11
1617,-1955,H11
1473,-1904,H11
298,-830,H11
5,-14,H11
1082,-1244,H11
1844,-2385,H11
1043,-1817,H11
-153,-520,H11
357,-514,H11
1610,-1863,H11
1819,-2358,H11
586,-1422,H11
-192,-143,H11
670,-896,H11
1827,-2156,H11
1451,-1832,H11
291,-678,H11
302,-102,H11
1394,-1355,H11
1935,-2302,H11
966,-1618,H11
-134,-347,H11
421,-662,H11
1611,-1956,H11
1611,-2156,H11
455,-1198,H11
-111,-148,H11
797,-1075,H11
1776,-2273,H11
1259,-1848,H11
121,-676,H11
348,-281,H11
1513,-1530,H11
1909,-2263,H11
805,-1513,H11
-235,-233,H11
448,-688,H11
1636,-1985,H11
1526,-2008,H11
347,-961,H11
11,-60,H11
1042,-1134,H11
1862,-2055,H11
1165,-1237,H11
38,160,H11
528,372,H11
1765,-686,H11
2017,-870,H11
791,329,H11
21,1678,H11
926,1074,H11
2132,11,H11
1707,417,H11
388,1597,H11
398,2140,H11
1541,925,H11
2148,0,H11
1051,760,H11
-109,2046,H11
550,1730,H11
1820,458,H11
1678,356,H11
378,1389,H11
34,2171,H11
1075,1218,H11
2015,27,H11
1212,581,H11
-15,1808,H11
455,1866,H11
1710,596,H11
1978,87,H11
696,990,H11
-37,2036,H11
865,1343,H11
2046,81,H11
1522,456,H11
240,1647,H11
396,2068,H11
1596,853,H11
2147,0,H11
975,810,H11
-73,2102,H11
673,1686,H11
1957,399,H11
1698,429,H11
381,1519,H11
141,2214,H11
1208,1187,H11
2034,9,H11
1126,623,H11
-112,1878,H11
406,1782,H11
1626,538,H11
1800,156,H11
561,1073,H11
-42,2033,H11
867,1275,H11
1968,43,H11
1392,486,H11
148,1701,H11
438,2021,H11
1640,780,H11
2130,-23,H11
901,808,H11
-70,2060,H11
699,1565,H11
1974,168,H11
1687,106,H11
382,1130,H11
210,1740,H11
1296,469,H11
2063,-866,H11
1110,-408,H11
-98,736,H11
430,449,H11
1717,-1101,H11
1854,-1586,H11
582,-714,H11
-1,291,H11
1014,-770,H11
2048,-2181,H11
1412,-1787,H11
168,-547,H11
433,-190,H11
1666,-1583,H11
2054,-2300,H11
837,-1477,H11
-165,-130,H11
581,-740,H11
1750,-2034,H11
1522,-1922,H11
323,-798,H11
101,-31,H11
1168,-1286,H11
1878,-2406,H11
1036,-1828,H11
-128,-558,H11
375,-647,H11
1553,-1951,H11
1692,-2346,H11
506,-1440,H11
-199,-241,H11
651,-1032,H11
1756,-2256,H11
1388,-1920,H11
248,-790,H11
274,-243,H11
1363,-1466,H11
1903,-2375,H11
946,-1708,H11
-117,-454,H11
443,-776,H11
1616,-2049,H11
1616,-2244,H11
439,-1281,H11
-115,-225,H11
804,-1144,H11
1773,-2335,H11
1254,-1912,H11
103,-719,H11
298,-311,H11
1437,-1539,H11
1834,-2263,H11
750,-1517,H11
-283,-252,H11
379,-681,H11
1524,-1949,H11
1445,-1988,H11
283,-954,H11
-88,-62,H11
948,-1199,H11
1788,-2384,H11
1083,-1876,H11
-118,-614,H11
287,-428,H11
1512,-1761,H11
1807,-2346,H11
614,-1474,H11
-282,-149,H11
497,-783,H11
1631,-2042,H11
1368,-1854,H11
198,-730,H11
82,-37,H11
1184,-1295,H11
1833,-2369,H11
939,-1732,H11
-232,-415,H11
315,-628,H11
1585,-1981,H11
1697,-2325,H11
483,-1346,H11
-194,-189,H11
717,-1059,H11
1788,-2318,H11
1343,-1921,H11
193,-738,H11
322,-283,H11
1436,-1513,H11
1868,-2339,H11
835,-1621,H11
-232,-358,H11
412,-746,H11
1576,-2010,H11
1550,-2108,H11
385,-1098,H11
-93,-146,H11
868,-1159,H11
1783,-2349,H11
1191,-1885,H11
31,-681,H11
345,-376,H11
1519,-1644,H11
1845,-2280,H11
697,-1468,H11
-280,-164,H11
457,-703,H11
1637,-1995,H11
1458,-1912,H11
264,-807,H11
4,8,H11
1129,-1266,H11
1863,-2438,H11
1013,-1838,H11
-219,-482,H11
316,-561,H11
1614,-1941,H11
1787,-2386,H11
534,-1417,H11
-223,-171,H11
701,-979,H11
1807,-2249,H11
1390,-1876,H11
218,-689,H11
291,-178,H11
1402,-1422,H11
1889,-2316,H11
892,-1623,H11
-193,-347,H11
421,-705,H11
1586,-2008,H11
1568,-2141,H11
380,-1131,H11
-123,-148,H11
833,-1151,H11
1775,-2360,H11
1183,-1901,H11
10,-650,H11
340,-305,H11
1492,-1481,H11
1855,-1924,H11
739,-895,H11
-163,438,H11
608,64,H11
1789,-888,H11
1580,-442,H11
398,932,H11
240,1737,H11
1305,738,H11
2082,-195,H11
1230,509,H11
-3,1776,H11
534,1743,H11
1796,460,H11
1992,71,H11
679,1012,H11
0,1992,H11
941,1221,H11
2062,-50,H11
1466,392,H11
157,1638,H11
392,2019,H11
1615,778,H11
2106,-3,H11
865,844,H11
-101,2114,H11
704,1639,H11
1958,376,H11
1654,467,H11
363,1594,H11
214,2197,H11
1310,1096,H11
2055,6,H11
1086,676,H11
-116,1896,H11
476,1701,H11
1708,447,H11
1822,170,H11
548,1141,H11
12,2040,H11
991,1208,H11
2029,-20,H11
1387,463,H11
151,1662,H11
473,1939,H11
1671,703,H11
2086,0,H11
806,837,H11
-86,2046,H11
769,1483,H11
2042,205,H11
1648,411,H11
326,1585,H11
271,2154,H11
1435,969,H11
2132,-43,H11
1108,669,H11
-79,1922,H11
530,1654,H11
1759,403,H11
1715,221,H11
455,1213,H11
29,2031,H11
1023,1102,H11
1982,-131,H11
1291,315,H11
67,1499,H11
482,1693,H11
1711,385,H11
2050,-332,H11
819,428,H11
1,1558,H11
863,801,H11
2129,-714,H11
1682,-644,H11
346,459,H11
360,994,H11
1585,-499,H11
2216,-1667,H11
1158,-1068,H11
-49,210,H11
597,-248,H11
1882,-1690,H11
1760,-1841,H11
525,-814,H11
136,78,H11
1138,-1074,H11
1987,-2264,H11
1300,-1790,H11
120,-555,H11
533,-380,H11
1705,-1696,H11
1949,-2242,H11
814,-1410,H11
-24,-140,H11
717,-813,H11
1854,-2083,H11
1579,-1887,H11
379,-754,H11
231,-56,H11
1324,-1299,H11
1978,-2349,H11
1077,-1742,H11
-67,-479,H11
444,-685,H11
1653,-1996,H11
1749,-2301,H11
559,-1353,H11
-73,-215,H11
854,-1094,H11
1888,-2351,H11
1431,-1950,H11
282,-736,H11
407,-235,H11
1542,-1485,H11
2007,-2297,H11
968,-1556,H11
-90,-269,H11
558,-685,H11
1713,-1969,H11
1652,-2042,H11
466,-996,H11
45,-71,H11
1086,-1207,H11
1960,-2422,H11
1277,-1914,H11
66,-633,H11
461,-430,H11
1704,-1795,H11
2006,-2402,H11
795,-1500,H11
-106,-152,H11
700,-812,H11
1866,-2088,H11
1597,-1900,H11
407,-735,H11
272,-29,H11
1364,-1281,H11
1993,-2332,H11
1094,-1698,H11
-41,-423,H11
490,-644,H11
1713,-1962,H11
1783,-2280,H11
600,-1313,H11
-48,-190,H11
878,-1082,H11
1914,-2340,H11
1443,-1932,H11
275,-713,H11
429,-239,H11
1585,-1517,H11
2024,-2329,H11
980,-1576,H11
-118,-283,H11
527,-679,H11
1679,-1939,H11
1630,-2017,H11
474,-986,H11
69,-69,H11
1075,-1178,H11
1933,-2363,H11
1268,-1866,H11
77,-605,H11
494,-384,H11
1717,-1745,H11
2023,-2363,H11
811,-1462,H11
-109,-99,H11
712,-770,H11
1894,-2080,H11
1617,-1887,H11
411,-726,H11
283,-11,H11
1370,-1281,H11
2023,-2345,H11
1149,-1709,H11
5,-428,H11
565,-675,H11
1786,-2022,H11
1853,-2313,H11
635,-1325,H11
-2,-192,H11
948,-1123,H11
1994,-2407,H11
1489,-1978,H11
260,-731,H11
423,-248,H11
1582,-1531,H11
2011,-2298,H11
929,-1528,H11
-136,-231,H11
538,-688,H11
1692,-1978,H11
1589,-1997,H11
411,-951,H11
95,-64,H11
1111,-1092,H11
1940,-1958,H11
1246,-1138,H11
83,270,H11
596,495,H11
1823,-552,H11
2082,-729,H11
848,482,H11
74,1827,H11
947,1235,H11
2160,118,H11
1752,425,H11
457,1622,H11
461,2153,H11
1578,965,H11
2185,18,H11
1140,743,H11
-20,1978,H11
603,1669,H11
1841,422,H11
1718,314,H11
421,1352,H11
19,2119,H11
1035,1191,H11
1966,-9,H11
1209,554,H11
-36,1760,H11
416,1889,H11
1659,653,H11
1967,97,H11
712,986,H11
-46,2067,H11
842,1414,H11
2065,171,H11
1614,466,H11
340,1602,H11
418,2070,H11
1566,864,H11
2156,-32,H11
1057,741,H11
-55,1953,H11
614,1623,H11
1848,401,H11
1706,335,H11
442,1386,H11
116,2139,H11
1130,1193,H11
2026,47,H11
1251,590,H11
44,1764,H11
532,1871,H11
1743,649,H11
2012,148,H11
750,1020,H11
3,2070,H11
855,1408,H11
2054,171,H11
1579,496,H11
307,1668,H11
420,2115,H11
1567,879,H11
2151,-16,H11
1051,707,H11
-46,1929,H11
648,1544,H11
1907,184,H11
1735,-29,H11
429,909,H11
116,1636,H11
1153,465,H11
2022,-983,H11
1188,-629,H11
-53,529,H11
457,443,H11
1762,-1134,H11
2008,-1813,H11
719,-981,H11
0,157,H11
960,-801,H11
2116,-2269,H11
1555,-1899,H11
242,-668,H11
354,-175,H11
1546,-1557,H11
2009,-2364,H11
891,-1570,H11
-215,-201,H11
464,-701,H11
1640,-1987,H11
1512,-1958,H11
364,-910,H11
68,-48,H11
1102,-1232,H11
1898,-2372,H11
1143,-1841,H11
-70,-579,H11
374,-498,H11
1599,-1812,H11
1822,-2321,H11
609,-1435,H11
-247,-122,H11
542,-819,H11
1685,-2064,H11
1390,-1817,H11
226,-685,H11
163,-40,H11
1247,-1274,H11
1843,-2295,H11
925,-1664,H11
-210,-362,H11
352,-627,H11
1561,-1930,H11
1616,-2223,H11
389,-1251,H11
-235,-145,H11
698,-1039,H11
1736,-2281,H11
1251,-1852,H11
72,-623,H11
269,-201,H11
1434,-1483,H11
1877,-2270,H11
798,-1489,H11
-266,-180,H11
419,-638,H11
1628,-1937,H11
1529,-1976,H11
317,-904,H11
-57,-10,H11
1004,-1166,H11
1843,-2351,H11
1134,-1822,H11
-76,-552,H11
367,-411,H11
1581,-1743,H11
1834,-2311,H11
623,-1414,H11
-235,-79,H11
597,-766,H11
1744,-2046,H11
1443,-1823,H11
244,-659,H11
141,12,H11
1294,-1275,H11
1938,-2315,H11
1001,-1651,H11
-139,-342,H11
415,-616,H11
1627,-1934,H11
1697,-2219,H11
482,-1239,H11
-144,-144,H11
803,-1059,H11
1794,-2299,H11
1295,-1858,H11
135,-644,H11
329,-219,H11
1494,-1491,H11
1921,-2268,H11
835,-1486,H11
-237,-187,H11
432,-631,H11
1620,-1916,H11
1519,-1943,H11
322,-892,H11
-63,-8,H11
978,-1176,H11
1815,-2378,H11
1075,-1838,H11
-165,-555,H11
292,-418,H11
1541,-1766,H11
1797,-2322,H11
591,-1415,H11
-261,-102,H11
543,-775,H11
1684,-2030,H11
1372,-1782,H11
198,-655,H11
135,0,H11
1265,-1294,H11
1881,-2297,H11
934,-1551,H11
-197,-182,H11
410,-367,H11
1640,-1447,H11
1715,-1398,H11
547,-206,H11
1,908,H11
1008,134,H11
2009,-769,H11
1435,13,H11
222,1426,H11
540,1787,H11
1737,587,H11
2183,-112,H11
953,731,H11
-48,2040,H11
751,1549,H11
2001,292,H11
1694,421,H11
392,1518,H11
266,2116,H11
1334,1026,H11
2079,-42,H11
1148,617,H11
-42,1848,H11
510,1673,H11
1742,442,H11
1863,150,H11
616,1089,H11
77,2004,H11
1017,1202,H11
2070,1,H11
1430,482,H11
152,1717,H11
466,2014,H11
1705,754,H11
2132,42,H11
838,898,H11
-66,2121,H11
751,1566,H11
2042,270,H11
1687,427,H11
384,1581,H11
322,2139,H11
1439,980,H11
2128,-39,H11
1119,688,H11
-64,1947,H11
554,1700,H11
1826,455,H11
1787,272,H11
479,1291,H11
46,2135,H11
1041,1242,H11
2031,36,H11
1310,551,H11
49,1769,H11
494,1941,H11
1742,666,H11
2066,60,H11
772,968,H11
-31,2084,H11
839,1446,H11
2114,166,H11
1654,433,H11
330,1615,H11
397,2103,H11
1555,876,H11
2150,-74,H11
1064,662,H11
-60,1878,H11
623,1483,H11
1887,66,H11
1690,-195,H11
372,741,H11
37,1499,H11
1110,292,H11
1997,-1198,H11
1153,-838,H11
-128,341,H11
329,333,H11
1594,-1120,H11
1835,-1680,H11
572,-772,H11
-160,390,H11
710,-439,H11
1841,-1739,H11
1340,-1323,H11
110,-89,H11
238,400,H11
1450,-973,H11
1969,-1866,H11
854,-1142,H11
-239,181,H11
456,-319,H11
1732,-1744,H11
1596,-1846,H11
369,-824,H11
4,54,H11
1068,-1159,H11
1909,-2403,H11
1134,-1885,H11
-76,-591,H11
400,-546,H11
1656,-1919,H11
1890,-2414,H11
647,-1483,H11
-137,-167,H11
726,-926,H11
1901,-2208,H11
1541,-1908,H11
365,-737,H11
365,-140,H11
1454,-1376,H11
2012,-2328,H11
1053,-1660,H11
-21,-396,H11
538,-701,H11
1709,-1990,H11
1709,-2204,H11
542,-1228,H11
-23,-176,H11
911,-1125,H11
1899,-2365,H11
1368,-1913,H11
200,-670,H11
430,-258,H11
1587,-1558,H11
1992,-2289,H11
864,-1484,H11
-172,-165,H11
552,-662,H11
1720,-1971,H11
1592,-1954,H11
413,-896,H11
82,-56,H11
1145,-1252,H11
1942,-2417,H11
1185,-1872,H11
1,-584,H11
481,-559,H11
1739,-1941,H11
1961,-2449,H11
729,-1502,H11
-91,-187,H11
822,-971,H11
1982,-2308,H11
1588,-2003,H11
346,-766,H11
355,-148,H11
1500,-1432,H11
2036,-2371,H11
1032,-1651,H11
-99,-351,H11
515,-713,H11
1700,-2034,H11
1700,-2190,H11
512,-1177,H11
11,-180,H11
970,-1202,H11
1908,-2431,H11
1306,-1953,H11
127,-688,H11
442,-318,H11
1634,-1630,H11
1993,-2287,H11
806,-1447,H11
-178,-115,H11
579,-677,H11
1757,-1969,H11
1575,-1879,H11
411,-770,H11
173,9,H11
1246,-1251,H11
1971,-2384,H11
1161,-1805,H11
-14,-524,H11
487,-598,H11
1704,-1948,H11
1870,-2390,H11
648,-1440,H11
-118,-208,H11
772,-1007,H11
1877,-2264,H11
1489,-1921,H11
303,-756,H11
347,-188,H11
1473,-1432,H11
1998,-2334,H11
1025,-1636,H11
-56,-369,H11
541,-717,H11
1711,-2003,H11
1711,-2175,H11
534,-1192,H11
25,-174,H11
974,-1176,H11
1911,-2362,H11
1351,-1784,H11
201,-443,H11
502,-76,H11
1646,-1076,H11
2006,-1431,H11
867,-335,H11
-71,1057,H11
681,675,H11
1840,-278,H11
1631,117,H11
413,1357,H11
205,2073,H11
1243,1071,H11
2032,-31,H11
1186,523,H11
-35,1718,H11
456,1683,H11
1676,436,H11
1889,21,H11
612,960,H11
-68,1957,H11
852,1199,H11
2001,-70,H11
1421,370,H11
111,1622,H11
349,2021,H11
1603,769,H11
2134,-37,H11
914,812,H11
-75,2102,H11
726,1599,H11
2026,307,H11
1705,423,H11
384,1535,H11
236,2168,H11
1326,1064,H11
2085,-26,H11
1130,616,H11
-86,1851,H11
499,1641,H11
1739,415,H11
1822,144,H11
555,1098,H11
27,1996,H11
984,1176,H11
2017,-57,H11
1359,452,H11
99,1700,H11
436,1985,H11
1641,729,H11
2057,40,H11
758,917,H11
-128,2120,H11
716,1554,H11
1998,263,H11
1617,472,H11
307,1611,H11
287,2155,H11
1408,976,H11
2093,1,H11
1054,748,H11
-115,1990,H11
521,1719,H11
1786,454,H11
1746,297,H11
472,1309,H11
49,2128,H11
1017,1214,H11
1996,1,H11
1226,513,H11
-17,1718,H11
460,1885,H11
1729,607,H11
2048,42,H11
752,945,H11
-55,2061,H11
844,1396,H11
2111,111,H11
1634,416,H11
336,1621,H11
430,2085,H11
1574,862,H11
2142,-38,H11
1025,733,H11
-65,1972,H11
